bionicx-exec: running untraced pid=27093
librdf0t64:arm64	1.0.17-4+b1	installed
libreadline8t64:arm64	8.2-6	installed
libreoffice-base-core	4:25.2.3-2+deb13u6	installed
libreoffice-common	4:25.2.3-2+deb13u6	installed
libreoffice-core	4:25.2.3-2+deb13u6	installed
libreoffice-style-colibre	4:25.2.3-2+deb13u6	installed
libreoffice-uiconfig-common	4:25.2.3-2+deb13u6	installed
libreoffice-uiconfig-writer	4:25.2.3-2+deb13u6	installed
libreoffice-writer	4:25.2.3-2+deb13u6	installed
libresid-builder0c2a:arm64	2.1.1-16	installed
librevenge-0.0-0:arm64	0.0.5-3+b2	installed
librist4:arm64	0.2.11+dfsg-1	installed
librnp0:arm64	0.17.1-1+b1	installed
librsvg2-2:arm64	2.60.0+dfsg-1	installed
librsvg2-common:arm64	2.60.0+dfsg-1	installed
librtaudio7:arm64	6.0.1~ds-2+b1	installed
librtmp1:arm64	2.4+20151223.gitfa8646d.1-2+b5	installed
librttopo1:arm64	1.1.0-4	installed
librubberband2:arm64	3.3.0+dfsg-2+b3	installed
libsamplerate0:arm64	0.2.2-4+b2	installed
libsasl2-2:arm64	2.1.28+dfsg1-9	installed
libsasl2-modules-db:arm64	2.1.28+dfsg1-9	installed
libsdl1.2debian:arm64	1.2.68-3	installed
libsdl2-2.0-0:arm64	2.32.4+dfsg-1	installed
libseccomp2:arm64	2.6.0-2	installed
libsecret-1-0:arm64	0.21.7-1	installed
libsecret-common	0.21.7-1	installed
libselinux1:arm64	3.8.1-1	installed
libsemanage-common	3.8.1-1	installed
libsemanage2:arm64	3.8.1-1	installed
libsensors-config	1:3.6.2-2	installed
libsensors5:arm64	1:3.6.2-2	installed
libsepol2:arm64	3.8.1-1	installed
libserd-0-0:arm64	0.32.4-1	installed
libsexpp0:arm64	0.8.7-4+b1	installed
libsframe1:arm64	2.44-3	installed
libsharpyuv0:arm64	1.5.0-0.1	installed
libshine3:arm64	3.1.1-2+b2	installed
libshout3:arm64	2.4.6-1+b3	installed
libsidplay2:arm64	2.1.1-16	installed
libsigc++-2.0-0v5:arm64	2.12.1-3	installed
libslang2:arm64	2.3.3-5+b2	installed
libsm6:arm64	2:1.2.6-1	installed
libsmartcols1:arm64	2.41-5	installed
libsnappy1v5:arm64	1.2.2-1	installed
libsndfile1:arm64	1.2.2-2+deb13u1	installed
libsocket++1:arm64	1.12.13+git20131030.5d039ba-1+b2	installed
libsodium23:arm64	1.0.18-1+deb13u1	installed
libsord-0-0:arm64	0.16.18-1	installed
libsox3:arm64	14.4.2+git20190427-5+b3	installed
libsoxr0:arm64	0.1.3-4+b2	installed
libspatialaudio0t64:arm64	0.3.0+git20180730+dfsg1-2.1+b1	installed
libspatialite8t64:arm64	5.1.0-3+b2	installed
libspectre1:arm64	0.2.12-1+b2	installed
libspeex1:arm64	1.2.1-3	installed
libspeexdsp1:arm64	1.2.1-3	installed
libsphinxbase3t64:arm64	0.8+5prealpha+1-21+b1	installed
libsqlite3-0:arm64	3.46.1-7+deb13u1	installed
libsratom-0-0:arm64	0.6.18-1	installed
libsrt1.5-gnutls:arm64	1.5.4-1	installed
libssh-4:arm64	0.11.5-0+deb13u1	installed
libssh2-1t64:arm64	1.11.1-1+deb13u1	installed
libssl3t64:arm64	3.5.6-1~deb13u2	installed
libstaroffice-0.0-0:arm64	0.0.7-1+b2	installed
libstartup-notification0:arm64	0.12-8	installed
libstdc++6:arm64	14.2.0-19	installed
libsuitesparseconfig7:arm64	1:7.10.1+dfsg-1	installed
libsvtav1enc2:arm64	2.3.0+dfsg-1	installed
libswresample5:arm64	7:7.1.5-0+deb13u1	installed
libswscale8:arm64	7:7.1.5-0+deb13u1	installed
libsynctex2:arm64	2024.20240313.70630+ds-6	installed
libsystemd-shared:arm64	257.13-1~deb13u1	installed
libsystemd0:arm64	257.13-1~deb13u1	installed
libsz2:arm64	1.1.3-1+b1	installed
libtag2:arm64	2.0.2-2	installed
libtasn1-6:arm64	4.20.0-2+deb13u1	installed
libtbb12:arm64	2022.1.0-1+deb13u1	installed
libtbbbind-2-5:arm64	2022.1.0-1+deb13u1	installed
libtbbmalloc2:arm64	2022.1.0-1+deb13u1	installed
libtesseract5:arm64	5.5.0-1+b1	installed
libtext-charwidth-perl:arm64	0.04-11+b4	installed
libtext-iconv-perl:arm64	1.7-8+b4	installed
libtext-wrapi18n-perl	0.06-10	installed
libthai-data	0.1.29-2	installed
libthai0:arm64	0.1.29-2+b1	installed
libtheora0:arm64	1.2.0~alpha1+dfsg-6	installed
libtheoradec1:arm64	1.2.0~alpha1+dfsg-6	installed
libtheoraenc1:arm64	1.2.0~alpha1+dfsg-6	installed
libthunarx-3-0:arm64	4.20.2-1+deb13u1	installed
libtiff6:arm64	4.7.0-3+deb13u3	installed
libtinfo6:arm64	6.5+20250216-2	installed
libtirpc-common	1.3.6+ds-1	installed
libtirpc3t64:arm64	1.3.6+ds-1	installed
libtorrent-rasterbar2.0t64:arm64	2.0.11-1	installed
libts0t64:arm64	1.22-1.1+b1	installed
libtspi1	0.3.15-0.4+b2	installed
libturbojpeg0:arm64	1:2.1.5-4	installed
libtwolame0:arm64	0.4.0-2+b2	installed
libuchardet0:arm64	0.0.8-1+b2	installed
libudev1:arm64	257.13-1~deb13u1	installed
libudfread0:arm64	1.1.2-1+b2	installed
libumfpack6:arm64	1:7.10.1+dfsg-1	installed
libunibreak6:arm64	6.1-3	installed
libunistring5:arm64	1.3-2	installed
libuno-cppu3t64	4:25.2.3-2+deb13u6	installed
libuno-cppuhelpergcc3-3t64	4:25.2.3-2+deb13u6	installed
libuno-purpenvhelpergcc3-3t64	4:25.2.3-2+deb13u6	installed
libuno-sal3t64	4:25.2.3-2+deb13u6	installed
libuno-salhelpergcc3-3t64	4:25.2.3-2+deb13u6	installed
libupnp17t64:arm64	1:1.14.20-1+deb13u1	installed
liburiparser1:arm64	0.9.8+dfsg-2	installed
libusb-1.0-0:arm64	2:1.0.28-1	installed
libutempter0:arm64	1.2.1-4	installed
libuuid1:arm64	2.41-5	installed
libva-drm2:arm64	2.22.0-3	installed
libva-wayland2:arm64	2.22.0-3	installed
libva-x11-2:arm64	2.22.0-3	installed
libva2:arm64	2.22.0-3	installed
libvdpau1:arm64	1.5-3+b1	installed
libvidstab1.1:arm64	1.1.0-2+b2	installed
libvisio-0.1-1:arm64	0.1.7-1+b5	installed
libvisual-0.4-0:arm64	0.4.2-2+b2	installed
libvlc-bin:arm64	3.0.23-0+deb13u1	installed
libvlc5:arm64	3.0.23-0+deb13u1	installed
libvlccore9:arm64	3.0.23-0+deb13u1	installed
libvorbis0a:arm64	1.3.7-3	installed
libvorbisenc2:arm64	1.3.7-3	installed
libvorbisfile3:arm64	1.3.7-3	installed
libvpx9:arm64	1.15.0-2.1+deb13u1	installed
libvulkan1:arm64	1.4.309.0-1	installed
libwacom-common	2.14.0-1	installed
libwacom9:arm64	2.14.0-1	installed
libwayland-client0:arm64	1.23.1-3	installed
libwayland-cursor0:arm64	1.23.1-3	installed
libwayland-egl1:arm64	1.23.1-3	installed
libwayland-server0:arm64	1.23.1-3	installed
libwebp7:arm64	1.5.0-0.1	installed
libwebpdemux2:arm64	1.5.0-0.1	installed
libwebpmux3:arm64	1.5.0-0.1	installed
libwmf-0.2-7:arm64	0.2.13-1.1+b3	installed
libwmflite-0.2-7:arm64	0.2.13-1.1+b3	installed
libwpd-0.10-10:arm64	0.10.3-2+b2	installed
libwpg-0.3-3:arm64	0.3.4-3+b2	installed
libwps-0.4-4:arm64	0.4.14-2+b2	installed
libwxbase3.2-1t64:arm64	3.2.8+dfsg-2	installed
libwxgtk3.2-1t64:arm64	3.2.8+dfsg-2	installed
libx11-6:arm64	2:1.8.12-1	installed
libx11-data	2:1.8.12-1	installed
libx11-xcb1:arm64	2:1.8.12-1	installed
libx264-164:arm64	2:0.164.3108+git31e19f9-2+b1	installed
libx265-215:arm64	4.1-2	installed
libxau6:arm64	1:1.0.11-1	installed
libxaw7:arm64	2:1.0.16-1	installed
libxcb-cursor0:arm64	0.1.5-1	installed
libxcb-damage0:arm64	1.17.0-2+b1	installed
libxcb-dri3-0:arm64	1.17.0-2+b1	installed
libxcb-glx0:arm64	1.17.0-2+b1	installed
libxcb-icccm4:arm64	0.4.2-1	installed
libxcb-image0:arm64	0.4.0-2+b2	installed
libxcb-keysyms1:arm64	0.4.1-1	installed
libxcb-present0:arm64	1.17.0-2+b1	installed
libxcb-randr0:arm64	1.17.0-2+b1	installed
libxcb-render-util0:arm64	0.3.10-1	installed
libxcb-render0:arm64	1.17.0-2+b1	installed
libxcb-res0:arm64	1.17.0-2+b1	installed
libxcb-shape0:arm64	1.17.0-2+b1	installed
libxcb-shm0:arm64	1.17.0-2+b1	installed
libxcb-sync1:arm64	1.17.0-2+b1	installed
libxcb-util1:arm64	0.4.1-1	installed
libxcb-xfixes0:arm64	1.17.0-2+b1	installed
libxcb-xinerama0:arm64	1.17.0-2+b1	installed
libxcb-xinput0:arm64	1.17.0-2+b1	installed
libxcb-xkb1:arm64	1.17.0-2+b1	installed
libxcb-xv0:arm64	1.17.0-2+b1	installed
libxcb1:arm64	1.17.0-2+b1	installed
libxcomposite1:arm64	1:0.4.6-1	installed
libxcursor1:arm64	1:1.2.3-1	installed
libxdamage1:arm64	1:1.1.6-1+b2	installed
libxdmcp6:arm64	1:1.1.5-1	installed
libxerces-c3.2t64:arm64	3.2.4+debian-1.3+b2	installed
libxext6:arm64	2:1.3.4-1+b3	installed
libxfce4ui-2-0:arm64	4.20.1-1	installed
libxfce4ui-common	4.20.1-1	installed
libxfce4util-common	4.20.1-1	installed
libxfce4util7:arm64	4.20.1-1	installed
libxfconf-0-3:arm64	4.20.0-1	installed
libxfixes3:arm64	1:6.0.0-2+b4	installed
libxft2:arm64	2.3.6-1+b4	installed
libxi6:arm64	2:1.8.2-1	installed
libxinerama1:arm64	2:1.1.4-3+b4	installed
libxkbcommon-x11-0:arm64	1.7.0-2	installed
libxkbcommon0:arm64	1.7.0-2	installed
libxkbfile1:arm64	1:1.1.0-1+b4	installed
libxkbregistry0:arm64	1.7.0-2	installed
libxml2:arm64	2.12.7+dfsg+really2.9.14-2.1+deb13u3	installed
libxmlsec1t64:arm64	1.2.41-1+b1	installed
libxmlsec1t64-nss:arm64	1.2.41-1+b1	installed
libxmu6:arm64	2:1.1.3-3+b4	installed
libxmuu1:arm64	2:1.1.3-3+b4	installed
libxpm4:arm64	1:3.5.17-1+deb13u1	installed
libxrandr2:arm64	2:1.5.4-1+b3	installed
libxrender1:arm64	1:0.9.12-1	installed
libxshmfence1:arm64	1.3.3-1	installed
libxslt1.1:arm64	1.1.35-1.2+deb13u3	installed
libxss1:arm64	1:1.2.3-1+b3	installed
libxt6t64:arm64	1:1.2.1-1.2+b2	installed
libxtst6:arm64	2:1.2.5-1	installed
libxv1:arm64	2:1.0.11-1.1+b3	installed
libxvidcore4:arm64	2:1.3.7-1+b2	installed
libxxf86dga1:arm64	2:1.1.5-1+b3	installed
libxxf86vm1:arm64	1:1.1.4-1+b4	installed
libxxhash0:arm64	0.8.3-2	installed
libyajl2:arm64	2.1.0-5+b2	installed
libyaml-0-2:arm64	0.2.5-2	installed
libyuv0:arm64	0.0.1904.20250204-1	installed
libz3-4:arm64	4.13.3-1	installed
libzimg2:arm64	3.0.5+ds1-1+b2	installed
libzix-0-0:arm64	0.6.2-1	installed
libzmq5:arm64	4.3.5-1+b3	installed
libzstd1:arm64	1.5.7+dfsg-1	installed
libzvbi-common	0.2.44-1	installed
libzvbi0t64:arm64	0.2.44-1	installed
libzxcvbn0:arm64	2.5+dfsg-2+b2	installed
libzxing3:arm64	2.3.0-4	installed
login	1:4.16.0-2+really2.41-5	installed
login.defs	1:4.17.4-2	installed
man-db	2.13.1-1	installed
mariadb-common	1:11.8.6-0+deb13u1	installed
mawk	1.3.4.20250131-1	installed
media-types	13.0.0	installed
mesa-libgallium:arm64	25.0.7-2+deb13u1	installed
mount	2.41-5	installed
mousepad	0.6.3-1	installed
mysql-common	5.8+1.1.1	installed
ncurses-base	6.5+20250216-2	installed
ncurses-bin	6.5+20250216-2	installed
netbase	6.5	installed
ocl-icd-libopencl1:arm64	2.3.3-1	installed
openssl	3.5.6-1~deb13u2	installed
openssl-provider-legacy	3.5.6-1~deb13u2	installed
passwd	1:4.17.4-2	installed
patchelf	0.18.0-1.4	installed
perl-base	5.40.1-6	installed
pinentry-curses	1.3.1-2	installed
poppler-data	0.4.12-1	installed
procps	2:4.0.4-9	installed
proj-data	9.6.0-1	installed
psmisc	23.7-2	installed
python3	3.13.5-1	installed
python3-gi	3.50.0-4+b1	installed
python3-minimal	3.13.5-1	installed
python3.13	3.13.5-2+deb13u3	installed
python3.13-minimal	3.13.5-2+deb13u3	installed
qbittorrent	5.1.0-2	installed
qt6-qpa-plugins:arm64	6.8.2+dfsg-9+deb13u2	installed
qt6-svg-plugins:arm64	6.8.2-3	installed
readline-common	8.2-6	installed
ristretto	0.13.3-1	installed
sed	4.9-2+deb13u1	installed
sensible-utils	0.0.25	installed
shared-mime-info	2.4-5+b2	installed
sqv	1.3.0-3+b2	installed
strace	6.13+ds-1	installed
systemd	257.13-1~deb13u1	installed
systemd-sysv	257.13-1~deb13u1	installed
sysvinit-utils	3.14-4	installed
tar	1.35+dfsg-3.1	installed
thunar	4.20.2-1+deb13u1	installed
thunar-data	4.20.2-1+deb13u1	installed
thunderbird	1:140.13.0esr-2~deb13u1	installed
tzdata	2026b-0+deb13u1	installed
ucf	3.0052	installed
unixodbc-common	2.3.12-2	installed
uno-libs-private	4:25.2.3-2+deb13u6	installed
ure	4:25.2.3-2+deb13u6	installed
util-linux	2.41-5	installed
vlc	3.0.23-0+deb13u1	installed
vlc-bin	3.0.23-0+deb13u1	installed
vlc-data	3.0.23-0+deb13u1	installed
vlc-plugin-base:arm64	3.0.23-0+deb13u1	installed
vlc-plugin-qt:arm64	3.0.23-0+deb13u1	installed
vlc-plugin-video-output:arm64	3.0.23-0+deb13u1	installed
wget	1.25.0-2	installed
wps-office	11.1.0.11720	installed
x11-apps	7.7+11+b2	installed
x11-common	1:7.7+24+deb13u1	installed
x11-utils	7.7+7	installed
xbitmaps	1.1.1-2.2	installed
xdg-utils	1.2.1-2	installed
xfconf	4.20.0-1	installed
xfonts-encodings	1:1.0.4-2.2	installed
xfonts-utils	1:7.7+7	installed
xkb-data	2.42-1	installed
xterm	398-1	installed
zlib1g:arm64	1:1.3.dfsg+really1.3.1-1+b1	installed
